bvid,title,series,number,plays,likes,date,url
BV1KM4y1j7HM,星际争霸战役：21_亚美利哥号,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,214,,2023-07-06,https://www.bilibili.com/video/BV1KM4y1j7HM
BV1us4y1r7Wp,星际争霸战役：22_过场动画：亚美利哥号上的战斗,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,206,,2023-07-08,https://www.bilibili.com/video/BV1us4y1r7Wp
BV19a4y1F7vH,星际争霸战役：23_黑暗圣堂武士,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,253,,2023-07-08,https://www.bilibili.com/video/BV19a4y1F7vH
BV1qM4y1j7d9,星际争霸战役：24_剿灭,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,125,,2023-07-09,https://www.bilibili.com/video/BV1qM4y1j7d9
BV1Zh411A7Ji,星际争霸战役：25_以眼还眼,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,221,,2023-07-09,https://www.bilibili.com/video/BV1Zh411A7Ji
BV1kj411Z7py,星际争霸战役：26_过场动画：折跃,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,132,,2023-07-10,https://www.bilibili.com/video/BV1kj411Z7py
BV17h4y1j7Ew,星际争霸战役：27_入侵艾尔,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,232,,2023-07-10,https://www.bilibili.com/video/BV17h4y1j7Ew
BV1S14y1R7P2,星际争霸战役：28_大功告成,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,259,,2023-07-11,https://www.bilibili.com/video/BV1S14y1R7P2
BV1d94y1q7ZA,星际争霸战役：29_过场动画：入侵艾尔,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,126,,2023-07-11,https://www.bilibili.com/video/BV1d94y1q7ZA
BV1HW4y1o76R,星际争霸战役：30_首次打击,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,130,,2023-07-12,https://www.bilibili.com/video/BV1HW4y1o76R
BV1du411j7X4,星际争霸战役：31_烈火考验,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,113,,2023-07-12,https://www.bilibili.com/video/BV1du411j7X4
BV1KX4y1v7nM,星际争霸战役：32_居高临下,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,225,,2023-07-13,https://www.bilibili.com/video/BV1KX4y1v7nM
BV1hN411U7S3,星际争霸战役：33_菲尼克斯的陨落,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,212,,2023-07-13,https://www.bilibili.com/video/BV1hN411U7S3
BV1qm4y1E7LG,星际争霸战役：34_追捕塔萨达尔,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,230,,2023-07-14,https://www.bilibili.com/video/BV1qm4y1E7LG
BV1zV411T7sx,星际争霸战役：35_选择立场,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,133,,2023-07-14,https://www.bilibili.com/video/BV1zV411T7sx
BV11z4y177rK,星际争霸战役：36_过场动画：伏击,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,34,,2023-07-15,https://www.bilibili.com/video/BV11z4y177rK
BV1VX4y1Y7ux,星际争霸战役：37_深入黑暗,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,136,,2023-07-15,https://www.bilibili.com/video/BV1VX4y1Y7ux
BV1oV411T7FM,星际争霸战役：38_重返家园,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,125,,2023-07-16,https://www.bilibili.com/video/BV1oV411T7FM
BV1d8411D7Qe,星际争霸战役：39_过场动画：返回艾尔,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,132,,2023-07-16,https://www.bilibili.com/video/BV1d8411D7Qe
BV1uW4y1Z7EP,星际争霸战役：40_塔萨达尔的审判,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,152,,2023-07-17,https://www.bilibili.com/video/BV1uW4y1Z7EP
BV1RN41117XH,星际争霸战役：41_暗影猎手,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,232,,2023-07-17,https://www.bilibili.com/video/BV1RN41117XH
BV1qk4y1V78Q,星际争霸战役：42_风暴之眼,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,225,,2023-07-18,https://www.bilibili.com/video/BV1qk4y1V78Q
BV1wu411L759,星际争霸战役：43_过场动画：主宰之死,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,37,,2023-07-18,https://www.bilibili.com/video/BV1wu411L759
BV1t14y1d7TD,星际争霸战役：44_终章,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,125,,2023-07-19,https://www.bilibili.com/video/BV1t14y1d7TD
BV1vV411N7pS,星际争霸战役：45_逃离艾尔,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,234,,2023-07-19,https://www.bilibili.com/video/BV1vV411N7pS
BV1mu4y1U7dC,星际争霸战役：46_萨古拉斯的山丘,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,228,,2023-07-20,https://www.bilibili.com/video/BV1mu4y1U7dC
BV1qz4y1775v,星际争霸战役：47_萨尔那加的遗产,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,228,,2023-07-20,https://www.bilibili.com/video/BV1qz4y1775v
BV1fx4y1o7k8,星际争霸战役：48_寻找乌拉基水晶,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,239,,2023-07-21,https://www.bilibili.com/video/BV1fx4y1o7k8
BV1eu41157L9,星际争霸战役：49_布莱克西斯之战,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,255,,2023-07-21,https://www.bilibili.com/video/BV1eu41157L9
BV1pV4y1b7CY,星际争霸战役：50_重返查尔,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,224,,2023-07-22,https://www.bilibili.com/video/BV1pV4y1b7CY
BV16x4y1o7fY,星际争霸战役：51_倒戈,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,205,,2023-07-22,https://www.bilibili.com/video/BV16x4y1o7fY
BV1Cj411d77u,星际争霸战役：52_倒计时,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,225,,2023-07-23,https://www.bilibili.com/video/BV1Cj411d77u
BV13u4y1S7UD,星际争霸战役：53_过场动画：萨尔那加之怒,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,40,,2023-07-23,https://www.bilibili.com/video/BV13u4y1S7UD
BV1qP411k7MP,星际争霸战役：54_首次打击,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,152,,2023-07-24,https://www.bilibili.com/video/BV1qP411k7MP
BV1KM4y147hV,星际争霸战役：55_戴拉里安造船厂,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,282,,2023-07-24,https://www.bilibili.com/video/BV1KM4y147hV
BV1Tz4y1E7Rg,星际争霸战役：56_塔桑尼斯废墟,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,316,,2023-07-25,https://www.bilibili.com/video/BV1Tz4y1E7Rg
BV17h4y117Fi,星际争霸战役：57_突袭克哈_支线A,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,211,,2023-07-25,https://www.bilibili.com/video/BV17h4y117Fi
BV1cN411m7KM,星际争霸战役：58_突袭克哈_支线B,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,129,,2023-07-26,https://www.bilibili.com/video/BV1cN411m7KM
BV1tX4y1J7JK,星际争霸战役：59_皇权倾覆[原爆点],合集·星际争霸战役 全剧情+CG 第一视角通关合集,,282,,2023-07-26,https://www.bilibili.com/video/BV1tX4y1J7JK
BV1MV411L7kE,星际争霸战役：60_皇权倾覆[战争之鸟],合集·星际争霸战役 全剧情+CG 第一视角通关合集,,498,,2023-07-27,https://www.bilibili.com/video/BV1MV411L7kE
BV1NV4y1t7wy,星际争霸战役：61_皇帝的逃亡,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,254,,2023-07-27,https://www.bilibili.com/video/BV1NV4y1t7wy
BV1wN411m7UB,星际争霸战役：62_爱国者之血,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,135,,2023-07-28,https://www.bilibili.com/video/BV1wN411m7UB
BV1HM4y1s72y,星际争霸战役：63_束缚野兽,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,260,,2023-07-28,https://www.bilibili.com/video/BV1HM4y1s72y
BV1u14y1R7A1,星际争霸战役：64_过场动画：UED捷报,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,141,,2023-07-29,https://www.bilibili.com/video/BV1u14y1R7A1
BV1w94y1v7kF,星际争霸战役：65_卑劣的瓦解,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,250,,2023-07-29,https://www.bilibili.com/video/BV1w94y1v7kF
BV1XV4y147p2,星际争霸战役：66_火焰统治,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,270,,2023-07-30,https://www.bilibili.com/video/BV1XV4y147p2
BV1Cx4y1d7dk,星际争霸战役：67_凯莫瑞安联合体,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,176,,2023-07-30,https://www.bilibili.com/video/BV1Cx4y1d7dk
BV1t14y1X7Aj,星际争霸战役：68_解放克哈,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,214,,2023-07-31,https://www.bilibili.com/video/BV1t14y1X7Aj
BV1YV4y1t7n9,星际争霸战役：69_原形毕露,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,261,,2023-07-31,https://www.bilibili.com/video/BV1YV4y1t7n9
BV1e8411m76q,星际争霸战役：70_虫群之怒,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,238,,2023-08-01,https://www.bilibili.com/video/BV1e8411m76q
BV1Kz4y1x7K8,星际争霸战役：71_设网,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,257,,2023-08-01,https://www.bilibili.com/video/BV1Kz4y1x7K8
BV1em4y1L7jJ,星际争霸战役：72_斩杀野兽,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,172,,2023-08-02,https://www.bilibili.com/video/BV1em4y1L7jJ
BV1rM4y1p7cH,星际争霸战役：73_最终审判,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,254,,2023-08-02,https://www.bilibili.com/video/BV1rM4y1p7cH
BV1Rp4y1V7PN,星际争霸战役：74_黑暗之源,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,285,,2023-08-03,https://www.bilibili.com/video/BV1Rp4y1V7PN
BV1JN411e7S1,星际争霸战役：75_结局,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,345,,2023-08-03,https://www.bilibili.com/video/BV1JN411e7S1
BV1Ru41137V7,星际争霸战役：76_过场动画：晋升,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,276,,2023-08-04,https://www.bilibili.com/video/BV1Ru41137V7
BV1m14y1X7v2,星际争霸战役：77_终章,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,241,,2023-08-04,https://www.bilibili.com/video/BV1m14y1X7v2
BV1Ej411d7c2,星际争霸战役：78_制作（完结）,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,262,,2023-08-05,https://www.bilibili.com/video/BV1Ej411d7c2
